lon,lat,name,address,pname,cityname,business_area,type,typecode,id,type1,type2,type3,type4
116.06870095506132,40.13534758841373,老字号山西面食馆,后沙峪罗各庄村后街18号,北京市,北京市,,餐饮服务;快餐厅;快餐厅,050300,B0FFKT25Y4,餐饮服务,快餐厅,快餐厅,
116.08440807794777,40.112822695948466,见山阁,凤凰岭风景区神泉下行10米,北京市,北京市,,餐饮服务;餐饮相关场所;餐饮相关,050000,B0G3ODA84X,餐饮服务,餐饮相关场所,餐饮相关,
116.0844200771856,40.11283069117727,神泉茶社,凤凰岭北线神泉下行10米,北京市,北京市,,餐饮服务;餐饮相关场所;餐饮相关,050000,B0G3G5SH95,餐饮服务,餐饮相关场所,餐饮相关,
116.09159872669095,40.11277539114334,农家院,台头村路凤凰岭北线,北京市,北京市,,餐饮服务;中餐厅;中餐厅,050100,B0HAXCMX53,餐饮服务,中餐厅,中餐厅,
116.0759284957874,40.09332074638839,凤凰小镇,苏家坨镇车耳营村西,北京市,北京市,,餐饮服务;中餐厅;综合酒楼,050101,B0GUBUN2ZM,餐饮服务,中餐厅,综合酒楼,
116.08054019397699,40.09142802449888,凤凰岭牛头宴,凤凰岭南路车耳营村,北京市,北京市,,餐饮服务;中餐厅;中餐厅,050100,B0FFF3S2EA,餐饮服务,中餐厅,中餐厅,
116.07686110984089,40.093116105623615,小筑清乾,(凤凰苑西南侧约100米),北京市,北京市,,餐饮服务;餐饮相关场所;餐饮相关,050000,B0GUJCRNOZ,餐饮服务,餐饮相关场所,餐饮相关,
116.07744180521559,40.09368267543185,金宏苑,苏家坨镇凤凰岭路1号北京凤凰岭自然风景公园内,北京市,北京市,,餐饮服务;休闲餐饮场所;休闲餐饮场所,050400,B000A80SRD,餐饮服务,休闲餐饮场所,休闲餐饮场所,
116.08098406652728,40.09176577527846,牛头宴北,苏家坨镇车耳营村,北京市,北京市,,餐饮服务;中餐厅;中餐厅,050100,B0H6R99DCY,餐饮服务,中餐厅,中餐厅,
116.08371249288831,40.09415841364302,十锅炖,车耳营68号,北京市,北京市,,餐饮服务;中餐厅;北京菜,050111,B0FFKKS07A,餐饮服务,中餐厅,北京菜,
116.08448340341594,40.094876085940086,烨生园素斋,[],北京市,北京市,,餐饮服务;中餐厅;中式素菜馆,050120,B0HA4MQJZP,餐饮服务,中餐厅,中式素菜馆,
116.0853869653695,40.083171634044945,三时生活真真小酒馆(暂停营业),[],北京市,北京市,,餐饮服务;餐饮相关场所;餐饮相关,050000,B0FFJ7URC2,餐饮服务,餐饮相关场所,餐饮相关,
116.0860960010622,40.08343841534104,三时生活同云馆,苏家坨镇七王坟紫云台香草园售票处,北京市,北京市,,餐饮服务;餐饮相关场所;餐饮相关,050000,B0FFJGP019,餐饮服务,餐饮相关场所,餐饮相关,
116.08623273142025,40.09338267201349,龙跃农家饭馆(车耳营村店)(暂停营业),苏家坨镇车耳营村18号,北京市,北京市,,餐饮服务;中餐厅;中餐厅,050100,B0FFF3Z19P,餐饮服务,中餐厅,中餐厅,
116.09071856446835,40.08033586820209,禅茶心影小院,苏家坨镇七王坟村58-1号,北京市,北京市,,餐饮服务;餐饮相关场所;餐饮相关,050000,B0G1Z43HAV,餐饮服务,餐饮相关场所,餐饮相关,
116.09074459060741,40.08021087502341,心莲食养,苏家坨镇七王坟村58-3,北京市,北京市,,餐饮服务;餐饮相关场所;餐饮相关,050000,B0GUJUPWNU,餐饮服务,餐饮相关场所,餐饮相关,
116.09110960869958,40.08118478999146,百夷茶坞,苏家坨镇七王坟村72号,北京市,北京市,,餐饮服务;餐饮相关场所;餐饮相关,050000,B0FFKQF99Z,餐饮服务,餐饮相关场所,餐饮相关,
