lon,lat,name,address,pname,cityname,business_area,type,typecode,id,type1,type2,type3,type4
116.0859257423908,40.09301678098161,北京蓝洁利德环境科技有限公司,苏家坨镇车耳营村78号平房,北京市,北京市,,公司企业;公司;网络科技,170206,B0FFH0M6BJ,公司企业,公司,网络科技,
116.08362044649803,40.094531420605364,证道草堂,北京市海淀区苏家坨车耳营62号,北京市,北京市,,公司企业;公司;公司,170200,B0GKHAYEZQ,公司企业,公司,公司,
116.08447124818512,40.096073000833,陶然园艺设计所,凤凰岭路19号北京凤凰岭自然风景公园,北京市,北京市,,公司企业;公司;广告装饰,170201,B000A9Q1C0,公司企业,公司,广告装饰,
116.0840795649201,40.09358132215841,北京医心和协健康科技有限责任公司,车耳路车耳营养老院,北京市,北京市,,公司企业;公司;公司,170200,B0GRXX9MGS,公司企业,公司,公司,
116.0852359455855,40.0986945564754,车耳营村鲜杏园,凤凰岭路19号-8号平房,北京市,北京市,,公司企业;农林牧渔基地;其它农林牧渔基地,170400,B0FFFADUUW,公司企业,农林牧渔基地,其它农林牧渔基地,
116.09026834642762,40.0807338736815,董师科技发展(北京)有限公司,苏家坨镇七王坟村30-2,北京市,北京市,,公司企业;公司;公司,170200,B0HGMCXETV,公司企业,公司,公司,
116.0904253370934,40.07350933798329,妙应山居,[],北京市,北京市,,公司企业;公司企业;公司企业,170000,B0G3VHEEFB,公司企业,公司企业,公司企业,
116.090098082674,40.07457429599338,北京金山泉水农产品专业合作社,管家岭路,北京市,北京市,,公司企业;公司企业;公司企业,170000,B0FFMDRUMA,公司企业,公司企业,公司企业,
116.08694541630042,40.06570135640861,苏家坨镇林业站护林防火观察点,[],北京市,北京市,,公司企业;公司;公司,170200,B0FFL6SPA2,公司企业,公司,公司,
116.05161946662757,40.03288105066878,北京妙峰紫云生态农业有限公司,妙峰山镇桃园村东沟紫云山庄樱桃采摘园,北京市,北京市,,公司企业;农林牧渔基地;其它农林牧渔基地,170400,B0GUSUM04V,公司企业,农林牧渔基地,其它农林牧渔基地,
116.04372159713519,40.02351372755343,妙峰山趣儿,妙峰山镇桃园村,北京市,北京市,,公司企业;公司;公司,170200,B0G325IFMJ,公司企业,公司,公司,
116.09191992470633,40.050456654692255,北京航空航天大学西山绿化基地,大觉寺路(北京鹫峰国家森林公园),北京市,北京市,,公司企业;农林牧渔基地;其它农林牧渔基地,170400,B0G3T9QO1C,公司企业,农林牧渔基地,其它农林牧渔基地,
