lon,lat,name,address,pname,cityname,business_area,type,typecode,id,type1,type2,type3,type4
116.08161534918352,40.08108422102636,开心工作室,海淀区苏家坨镇大西山书院村2-2,北京市,北京市,,医疗保健服务;诊所;诊所,090300,B0GRAU4YB1,医疗保健服务,诊所,诊所,
116.08496639301548,40.09510791028472,苏家坨镇车耳营社区卫生服务站,苏家坨镇车耳营路2号,北京市,北京市,,医疗保健服务;综合医院;卫生院,090102,B000A9Q4XO,医疗保健服务,综合医院,卫生院,
116.09085954763083,40.080887822653864,国科健康院,,北京市,北京市,,医疗保健服务;医疗保健服务场所;医疗保健服务场所,090000,B0G0775SFX,医疗保健服务,医疗保健服务场所,医疗保健服务场所,
116.08102026766268,39.981719597460106,龙泉雾医务室,S209(石担路),北京市,北京市,龙泉,医疗保健服务;诊所;诊所,090300,B0G23AA21M,医疗保健服务,诊所,诊所,
116.08013394399019,39.97007552027066,琉璃渠村医务室,琉璃渠大街(琉璃渠小学西北侧约200米),北京市,北京市,龙泉,医疗保健服务;诊所;诊所,090300,B0FFL98TUF,医疗保健服务,诊所,诊所,
116.08687710895289,39.99824978314192,军庄镇社区卫生服务中心,京拉线(白楼小区东北侧约200米),北京市,北京市,军庄镇,医疗保健服务;综合医院;卫生院,090102,B000A7PQDH,医疗保健服务,综合医院,卫生院,
116.08414530317246,40.0026983933147,北京市门头沟区军庄镇灰峪村卫生室,军庄镇灰峪村,北京市,北京市,军庄镇,医疗保健服务;诊所;诊所,090300,B0FFJRW46B,医疗保健服务,诊所,诊所,
116.09092898087036,39.93806261507697,北京京煤集团总医院,黑山大街18号,北京市,北京市,门头沟,医疗保健服务;综合医院;综合医院,090100,B000A7I0XV,医疗保健服务,综合医院,综合医院,
116.0816843720896,39.94124987851616,北京市门头沟区龙泉医院,门头沟路42号,北京市,北京市,门头沟,医疗保健服务;综合医院;综合医院,090100,B000A07F25,医疗保健服务,综合医院,综合医院,
116.055431384535,39.92807100058188,北京市门头沟区医院,圈门外大街73号,北京市,北京市,门头沟,医疗保健服务;综合医院;综合医院,090100,B0FFKXFPPJ,医疗保健服务,综合医院,综合医院,
116.07323849362369,39.94195838911105,门矿医院防保科,龙门居住区西三区B9南区,北京市,北京市,东辛房村,医疗保健服务;综合医院;卫生院,090102,B0FFM0NUFF,医疗保健服务,综合医院,卫生院,
116.0732454895119,39.941956383272526,东辛房社区卫生服务中心,龙门居住区西三区B9南区,北京市,北京市,东辛房村,医疗保健服务;综合医院;卫生院,090102,B0FFM0O3O4,医疗保健服务,综合医院,卫生院,
116.05858213342728,39.93129897199588,博松益康平价药店,惠泽家园20,北京市,北京市,门头沟,医疗保健服务;医药保健销售店;药房,090601,B0FFFPWKTV,医疗保健服务,医药保健销售店,药房,
116.09005078048132,39.93710571684084,京煤集团总医院发热门诊,黑山大街18号,北京市,北京市,大峪村,医疗保健服务;综合医院;综合医院,090100,B0G0R9EJ5J,医疗保健服务,综合医院,综合医院,
116.0730573593354,39.94389046680868,全民体质健康科普体验厅,和平街,北京市,北京市,龙泉,医疗保健服务;医疗保健服务场所;医疗保健服务场所,090000,B0FFM522LB,医疗保健服务,医疗保健服务场所,医疗保健服务场所,
116.08860617802812,39.938393844675,北京医保中洋大药房(新桥分店),惠民家园二区26号楼底商104-2号,北京市,北京市,门头沟,医疗保健服务;医药保健销售店;药房,090601,B000A8XEA4,医疗保健服务,医药保健销售店,药房,
116.0853237830252,39.91382359559316,国家心血管病中心,永定镇冯村西里,北京市,北京市,门头沟,医疗保健服务;医疗保健服务场所;医疗保健服务场所,090000,B0FFFR11FM,医疗保健服务,医疗保健服务场所,医疗保健服务场所,
116.07521139238662,39.94181081330283,达慧堂药房(第五十五分店),和平街龙门居住区西三区B9南区,北京市,北京市,龙泉,医疗保健服务;医药保健销售店;药房,090601,B0HBXUS3DI,医疗保健服务,医药保健销售店,药房,
116.08857863771166,39.942542685012704,北京京煤集团总医院门矿医院,门头沟路10号,北京市,北京市,龙泉,医疗保健服务;综合医院;综合医院,090100,B0FFK300IJ,医疗保健服务,综合医院,综合医院,
116.08144805284417,39.92843450126393,中门花园社区卫生服务站,中门寺南路与中门寺街交叉路口往南约100米,北京市,北京市,门头沟,医疗保健服务;诊所;诊所,090300,B0FFM4C1EN,医疗保健服务,诊所,诊所,
116.07796592676185,39.94397681295001,北京旺妙动物医院,龙门二区西侧底商1号,北京市,北京市,龙泉,医疗保健服务;动物医疗场所;宠物诊所,090701,B0HADGBNGF,医疗保健服务,动物医疗场所,宠物诊所,
116.0844356066152,39.93821788839928,就好生活宣传中心,增产路43号附近,北京市,北京市,门头沟,医疗保健服务;医疗保健服务场所;医疗保健服务场所,090000,B0FFL69LXS,医疗保健服务,医疗保健服务场所,医疗保健服务场所,
116.08592509385265,39.93518754949203,养生堂药店(中门寺店),中门寺街8号院3号楼1层101,北京市,北京市,门头沟,医疗保健服务;医药保健销售店;药房,090601,B0FFHXQUCA,医疗保健服务,医药保健销售店,药房,
116.08252203039947,39.94318042829903,京明口腔,龙泉镇龙门新区二区B4地段商铺8号楼底商7门,北京市,北京市,龙泉,医疗保健服务;专科医院;口腔医院,090202,B0FFJGK974,医疗保健服务,专科医院,口腔医院,
116.08853362760881,39.942530692596826,东辛房社区卫生服务中心,门头沟路10号,北京市,北京市,门头沟,医疗保健服务;综合医院;卫生院,090102,B0FFLG4760,医疗保健服务,综合医院,卫生院,
116.08988868805255,39.937397720738836,核酸检测门诊,[],北京市,北京市,大峪村,医疗保健服务;诊所;诊所,090300,B0G30CJFD1,医疗保健服务,诊所,诊所,
116.08809211688974,39.937881950916214,仁源之家(门头沟店),黑山一西街46排8号附近,北京市,北京市,门头沟,医疗保健服务;医疗保健服务场所;医疗保健服务场所,090000,B0FFL79LRQ,医疗保健服务,医疗保健服务场所,医疗保健服务场所,
116.08814959015157,39.93430308307371,安无忧(龙山里分店),大峪村黑山地块A2-3一层103号,北京市,北京市,大峪村,医疗保健服务;医药保健销售店;药房,090601,B0G1SRBE8K,医疗保健服务,医药保健销售店,药房,
116.07784892696192,39.94429787466923,弘济药店(福源路店),福源路石泉小区,北京市,北京市,龙泉,医疗保健服务;医药保健销售店;药房,090601,B0FFFXJOM0,医疗保健服务,医药保健销售店,药房,
116.0892905045476,39.93734878986718,周林频谱,黑山一西街4排6号附近,北京市,北京市,门头沟,医疗保健服务;医药保健销售店;医疗保健用品,090602,B0FFK7P9CX,医疗保健服务,医药保健销售店,医疗保健用品,
116.08594610937871,39.935084547824836,惠民口腔,中门寺街龙山家园二区中门寺街8号院3号楼,北京市,北京市,大峪村,医疗保健服务;专科医院;口腔医院,090202,B0FFIUQJP2,医疗保健服务,专科医院,口腔医院,
116.09004895982713,39.935704772687195,老北京修脚(门头沟总店),大峪二小路与黑山大街交叉路口西南侧,北京市,北京市,大峪村,医疗保健服务;医疗保健服务场所;医疗保健服务场所,090000,B0G3XCFJB7,医疗保健服务,医疗保健服务场所,医疗保健服务场所,
116.0900689528281,39.935812766558726,安湃声助听器(门头沟店),惠民家园2区32号楼1-2层104-1号底商,北京市,北京市,门头沟,医疗保健服务;医药保健销售店;医疗保健用品,090602,B0FFMHHPWQ,医疗保健服务,医药保健销售店,医疗保健用品,
116.08994399895018,39.94290549758409,艾灸堂,桥西街(中昂时代),北京市,北京市,门头沟,医疗保健服务;医疗保健服务场所;医疗保健服务场所,090000,B0FFLA7LBN,医疗保健服务,医疗保健服务场所,医疗保健服务场所,
116.08868021926115,39.93822483995942,皓月医疗器械(黑山大街),增产路与黑山北小街交叉口东南150米,北京市,北京市,门头沟,医疗保健服务;医药保健销售店;医疗保健用品,090602,B0FFFA2JM0,医疗保健服务,医药保健销售店,医疗保健用品,
116.09070626587297,39.94295743465162,欢乐童年小儿推拿,大峪街道中昂广场3号楼麦当劳后面1012,北京市,北京市,门头沟,医疗保健服务;医疗保健服务场所;医疗保健服务场所,090000,B0FFLHKL6R,医疗保健服务,医疗保健服务场所,医疗保健服务场所,
116.09033412153671,39.93522576729047,四季颐和健康管理中心,大峪二小路与黑山大街交叉路口南侧,北京市,北京市,门头沟,医疗保健服务;医药保健销售店;医疗保健用品,090602,B0G3LPEU35,医疗保健服务,医药保健销售店,医疗保健用品,
116.08975793200854,39.942945514755124,三道和中医小儿推拿,中昂时代4号楼1203,北京市,北京市,门头沟,医疗保健服务;医药保健销售店;医疗保健用品,090602,B0HAZH73B7,医疗保健服务,医药保健销售店,医疗保健用品,
116.09196370651763,39.93581267265859,景康平价大药房,大峪二小路与黑山大街交叉路口往东约100米,北京市,北京市,门头沟,医疗保健服务;医药保健销售店;药房,090601,B0FFM8XC8F,医疗保健服务,医药保健销售店,药房,
116.08938309345143,39.94076664311878,帅贝贝动物医院,惠民家园1区1号楼1层,北京市,北京市,门头沟,医疗保健服务;动物医疗场所;宠物诊所,090701,B000A9TARA,医疗保健服务,动物医疗场所,宠物诊所,
116.08859153299105,39.9433836498526,金象大药房(门头沟店),门头沟路11号院中昂时代广场5号楼底商,北京市,北京市,门头沟,医疗保健服务;医药保健销售店;药房,090601,B0FFJZ2RFJ,医疗保健服务,医药保健销售店,药房,
116.08868421402742,39.938273837408346,口腔诊所,增产路与黑山北小街交叉口东南150米,北京市,北京市,门头沟,医疗保健服务;专科医院;口腔医院,090202,B0FFH7TE8H,医疗保健服务,专科医院,口腔医院,
116.0918517467047,39.92732201428131,医保中洋大药房,龙泉镇,北京市,北京市,门头沟,医疗保健服务;医药保健销售店;药房,090601,B0FFJZJABU,医疗保健服务,医药保健销售店,药房,
116.08547003935665,39.91191563249272,北京市门头沟区环境卫生服务中心,增产路,北京市,北京市,,医疗保健服务;综合医院;卫生院,090102,B000A8XKN9,医疗保健服务,综合医院,卫生院,
116.08780728096222,39.88936206397642,北京希福蜂顺蜂产品消售中心,[],北京市,北京市,,医疗保健服务;医疗保健服务场所;医疗保健服务场所,090000,B0FFHZTI5I,医疗保健服务,医疗保健服务场所,医疗保健服务场所,
116.12322842731082,40.12809856030213,门诊部,后二路,北京市,北京市,阳坊村,医疗保健服务;诊所;诊所,090300,B0FFL54VBN,医疗保健服务,诊所,诊所,
116.11780156281962,40.125655804093476,鑫玉盛康源药店,聂各庄路(后白虎涧村村委会东南侧约50米),北京市,北京市,阳坊村,医疗保健服务;医药保健销售店;药房,090601,B0FFL921UE,医疗保健服务,医药保健销售店,药房,
116.13406214753822,40.13529342713836,艾草堂,阳坊镇温南路西贯市商业街南临47号,北京市,北京市,阳坊村,医疗保健服务;医疗保健服务场所;医疗保健服务场所,090000,B0G1SA9CAT,医疗保健服务,医疗保健服务场所,医疗保健服务场所,
116.11550157956658,40.126017532184896,北京市昌平区阳坊镇后白虎涧村卫生室,阳坊镇后白虎涧村聂各庄路电话机房北侧平房,北京市,北京市,阳坊村,医疗保健服务;诊所;诊所,090300,B0FFJK0943,医疗保健服务,诊所,诊所,
116.13505958205894,40.134803967110855,金象大药房(阳坊店),西贯市村西一巷一号,北京市,北京市,阳坊村,医疗保健服务;医药保健销售店;药房,090601,B000A7PM8R,医疗保健服务,医药保健销售店,药房,
116.13381293013776,40.1401925759884,北京惠春中医诊所,温南路294附近,北京市,北京市,阳坊,医疗保健服务;诊所;诊所,090300,B0FFJOTUTX,医疗保健服务,诊所,诊所,
116.13788705226756,40.137982011349095,颐瑞口腔诊所,阳坊镇西贯市商业街57号,北京市,北京市,阳坊村,医疗保健服务;专科医院;口腔医院,090202,B0G2L4KLN3,医疗保健服务,专科医院,口腔医院,
116.13554218964167,40.13909027823901,汉方道口腔科,阳坊村西大街57号附近,北京市,北京市,阳坊村,医疗保健服务;专科医院;口腔医院,090202,B0FFHENNVJ,医疗保健服务,专科医院,口腔医院,
116.13886334405234,40.13902445180243,大槐树诊所,中顺街28号,北京市,北京市,阳坊,医疗保健服务;诊所;诊所,090300,B000A9Q5SL,医疗保健服务,诊所,诊所,
116.13549306980333,40.13910320235935,汉方道医馆,阳坊村西大街12附近,北京市,北京市,阳坊村,医疗保健服务;诊所;诊所,090300,B0FFIXDZB0,医疗保健服务,诊所,诊所,
116.1355987293196,40.13594767280089,福喜修脚(四分店),西贯市村北街与西贯市村横街交叉口西150米,北京市,北京市,阳坊,医疗保健服务;医疗保健服务场所;医疗保健服务场所,090000,B0FFJOFNQN,医疗保健服务,医疗保健服务场所,医疗保健服务场所,
116.13725169718856,40.13634717783985,北京崔保山诊所,阳坊村西大街,北京市,北京市,阳坊,医疗保健服务;诊所;诊所,090300,B0FFL54VWY,医疗保健服务,诊所,诊所,
116.13729380517421,40.13631124692961,北京惠仁诊所,阳坊村西大街,北京市,北京市,阳坊,医疗保健服务;诊所;诊所,090300,B0G2M103TK,医疗保健服务,诊所,诊所,
116.13581081334766,40.139275668759694,汉方道门诊部,阳坊村西大街1号,北京市,北京市,阳坊村,医疗保健服务;诊所;诊所,090300,B000A9Q5UJ,医疗保健服务,诊所,诊所,
116.13484492680153,40.13591253655661,金象大药房(学院路店),温南路附近,北京市,北京市,阳坊村,医疗保健服务;医药保健销售店;药房,090601,B0FFI655TJ,医疗保健服务,医药保健销售店,药房,
116.13512011448825,40.139572591117805,头疗养生馆,[],北京市,北京市,阳坊村,医疗保健服务;医疗保健服务场所;医疗保健服务场所,090000,B0HBOAKAND,医疗保健服务,医疗保健服务场所,医疗保健服务场所,
116.13633650950263,40.13598079753491,阳坊牙科,西贯市村临11号,北京市,北京市,阳坊村,医疗保健服务;医疗保健服务场所;医疗保健服务场所,090000,B0FFL8OKVJ,医疗保健服务,医疗保健服务场所,医疗保健服务场所,
116.1339020947888,40.14054667251793,北京市昌平区阳坊镇卫生院,阳坊镇中心北街13号,北京市,北京市,,医疗保健服务;综合医院;卫生院,090102,B0FFGT35B5,医疗保健服务,综合医院,卫生院,
116.13642370599652,40.13610091996634,北京优乐诊所,西贯市村商业街临11号,北京市,北京市,阳坊,医疗保健服务;医疗保健服务场所;医疗保健服务场所,090000,B0FFL0CYB2,医疗保健服务,医疗保健服务场所,医疗保健服务场所,
116.13644476323314,40.13605395694845,优乐口腔,西贯市村商业街临11号,北京市,北京市,阳坊村,医疗保健服务;专科医院;口腔医院,090202,B0FFL0K6BG,医疗保健服务,专科医院,口腔医院,
116.13780686084306,40.13792989058938,颐瑞诊所,阳坊镇西贯市商业街57号,北京市,北京市,阳坊村,医疗保健服务;诊所;诊所,090300,B0GDCR7OIR,医疗保健服务,诊所,诊所,
116.13824777302108,40.1393264463234,太阳神,中顺街与阳坊村西大街交叉口西北50米,北京市,北京市,阳坊,医疗保健服务;医疗保健服务场所;医疗保健服务场所,090000,B0FFIAXY7E,医疗保健服务,医疗保健服务场所,医疗保健服务场所,
116.1382809825816,40.138335596881454,双林门诊,阳坊镇阳坊西大街5号(新世纪商城对面),北京市,北京市,阳坊村,医疗保健服务;诊所;诊所,090300,B0GRO76PLW,医疗保健服务,诊所,诊所,
116.13849657791404,40.13787098359239,北京皓康堂诊所,阳坊镇西贯市村北街6号,北京市,北京市,阳坊,医疗保健服务;诊所;诊所,090300,B0HB1CGKZ8,医疗保健服务,诊所,诊所,
116.133474312071,40.14658942408317,北京市昌平区阳坊镇动物卫生防疫站,阳坊村中心北街4号附近,北京市,北京市,阳坊村,医疗保健服务;疾病预防机构;疾病预防,090500,B0FFHCA902,医疗保健服务,疾病预防机构,疾病预防,
116.13782000082244,40.13709199348632,福喜修脚(三分店),西河滩街38号附近,北京市,北京市,阳坊村,医疗保健服务;医疗保健服务场所;医疗保健服务场所,090000,B0FFL5CL6O,医疗保健服务,医疗保健服务场所,医疗保健服务场所,
116.1379913863507,40.1373892336204,伦易全球购通经络,阳坊村西大街,北京市,北京市,阳坊,医疗保健服务;医疗保健服务场所;医疗保健服务场所,090000,B0G17CWJMN,医疗保健服务,医疗保健服务场所,医疗保健服务场所,
116.1372244256952,40.137940979246096,亿健蜂产品(阳坊店),西河滩街与西贯市村北街交叉口北150米,北京市,北京市,阳坊村,医疗保健服务;医药保健销售店;医疗保健用品,090602,B0FFJOFNQX,医疗保健服务,医药保健销售店,医疗保健用品,
116.13375779930375,40.14020049370582,北京风云巨鼎平价大药房,温南路与祥和路交叉口西北100米,北京市,北京市,阳坊,医疗保健服务;医药保健销售店;药房,090601,B0FFFVAE5X,医疗保健服务,医药保健销售店,药房,
116.1388676457348,40.13675668187558,晓成太极针灸馆,西河滩街13号附近,北京市,北京市,阳坊,医疗保健服务;医疗保健服务场所;医疗保健服务场所,090000,B0FFHWND5Z,医疗保健服务,医疗保健服务场所,医疗保健服务场所,
116.10096083018726,40.12337614182587,北京市红十字会999急救中心阳坊急救站,后二路北50米,北京市,北京市,,医疗保健服务;急救中心;急救中心,090400,B0FFFS7YS2,医疗保健服务,急救中心,急救中心,
116.13367153405788,40.140685317815795,北京市昌平区阳坊社区卫生服务中心-门诊楼,温南路与阳坊村西大街交叉路口往东南约50米,北京市,北京市,阳坊,医疗保健服务;医疗保健服务场所;医疗保健服务场所,090000,B0FFMEE50N,医疗保健服务,医疗保健服务场所,医疗保健服务场所,
116.13628794803664,40.13943538323924,北京鑫玉盛康源大药房,阳坊村西大街3号,北京市,北京市,阳坊村,医疗保健服务;医药保健销售店;药房,090601,B000A7RIX3,医疗保健服务,医药保健销售店,药房,
116.13737699682798,40.13641036696227,黑玛国际24小时成人用品自助店,西贯市村北街与西贯市村横街交叉口东北50米,北京市,北京市,阳坊村,医疗保健服务;医药保健销售店;医疗保健用品,090602,B0FFJOFOM8,医疗保健服务,医药保健销售店,医疗保健用品,
116.13850545823504,40.138975888517315,宋京方膏体验馆,S218(温南路),北京市,北京市,阳坊村,医疗保健服务;医药保健销售店;医疗保健用品,090602,B0FFL818K1,医疗保健服务,医药保健销售店,医疗保健用品,
116.14053590450345,40.13630640812121,宝树堂大药房,东河滩街与西河滩街交叉口北50米,北京市,北京市,阳坊村,医疗保健服务;医药保健销售店;药房,090601,B0FFKTF193,医疗保健服务,医药保健销售店,药房,
116.14186216437182,40.11388761018022,后沙涧社区卫生服务站,苏家坨镇后沙涧村温阳路,北京市,北京市,,医疗保健服务;综合医院;卫生院,090102,B0FFJIJ2DU,医疗保健服务,综合医院,卫生院,
116.1117589167394,40.11647013151409,鑫玉盛康源大药房(前白分店),北安河路西50米,北京市,北京市,,医疗保健服务;医药保健销售店;药房,090601,B000A7R5JW,医疗保健服务,医药保健销售店,药房,
116.11530276392875,40.08324674172475,西埠头社区卫生服务站,河路38号,北京市,北京市,,医疗保健服务;综合医院;卫生院,090102,B000A95CIF,医疗保健服务,综合医院,卫生院,
116.11480946965405,40.07925255930747,北京安河民康堂药房,苏家坨镇草厂村361号,北京市,北京市,,医疗保健服务;医药保健销售店;药房,090601,B0G3VLF429,医疗保健服务,医药保健销售店,药房,
116.11388840427333,40.07603094997812,口腔科诊所,北安河路34附近,北京市,北京市,,医疗保健服务;专科医院;口腔医院,090202,B0FFLHNDO3,医疗保健服务,专科医院,口腔医院,
116.11461978498187,40.089939647785634,北京市海淀区爱丽斯残疾人康复中心,北安河路甲71号,北京市,北京市,,医疗保健服务;医疗保健服务场所;医疗保健服务场所,090000,B0FFIKB9B6,医疗保健服务,医疗保健服务场所,医疗保健服务场所,
116.11459135477067,40.077395485141054,小儿推拿,[],北京市,北京市,,医疗保健服务;医疗保健服务场所;医疗保健服务场所,090000,B0HBA5MXKB,医疗保健服务,医疗保健服务场所,医疗保健服务场所,
116.11380827386168,40.07605787811947,中西医门诊,苏家坨镇草厂村190号平房,北京市,北京市,,医疗保健服务;诊所;诊所,090300,B0G3C46AJO,医疗保健服务,诊所,诊所,
116.11364707374464,40.075635765367096,苏家坨镇草场村卫生室,北安河路36号,北京市,北京市,,医疗保健服务;诊所;诊所,090300,B000A882ES,医疗保健服务,诊所,诊所,
116.11389842428764,40.075998960851145,北京丁喜才诊所,坨草厂村190号,北京市,北京市,,医疗保健服务;医疗保健服务场所;医疗保健服务场所,090000,B0FFK4HZAZ,医疗保健服务,医疗保健服务场所,医疗保健服务场所,
116.1148094692671,40.07925555910677,药店,苏家坨镇草厂村苏家坨镇草厂村361号,北京市,北京市,,医疗保健服务;医药保健销售店;药房,090601,B000A87VRH,医疗保健服务,医药保健销售店,药房,
116.13342946675405,40.08224282429494,柳林村社区卫生服务站,北部新区苏家坨艺术幼儿园西,北京市,北京市,,医疗保健服务;综合医院;卫生院,090102,B0FFKHZJP4,医疗保健服务,综合医院,卫生院,
116.11474256338435,40.077679603073456,北京杨剑诊所,苏家坨镇北安河路草厂村346号,北京市,北京市,,医疗保健服务;诊所;诊所,090300,B000A8XM8W,医疗保健服务,诊所,诊所,
116.11950163774621,40.07114973237888,平价药房,通和路(安河家园三里),北京市,北京市,,医疗保健服务;医药保健销售店;药房,090601,B0HB3A6F28,医疗保健服务,医药保健销售店,药房,
116.11173049446249,40.103916139953895,北京市海淀区聂各庄卫生院,聂各庄路26号,北京市,北京市,,医疗保健服务;综合医院;卫生院,090102,B000A882H7,医疗保健服务,综合医院,卫生院,
116.13197748158777,40.102648228658516,同泽园社区卫生服务站,后沙涧路西50米,北京市,北京市,,医疗保健服务;综合医院;卫生院,090102,B0FFG83VGU,医疗保健服务,综合医院,卫生院,
116.12683829973756,40.07009449241041,天保堂平价大药房,苏家坨镇安河家园六里10号楼一层106,北京市,北京市,,医疗保健服务;医药保健销售店;药房,090601,B0H617RV9O,医疗保健服务,医药保健销售店,药房,
116.11100504795803,40.0991159429243,薛氏,[],北京市,北京市,,医疗保健服务;医疗保健服务场所;医疗保健服务场所,090000,B0H655OA6U,医疗保健服务,医疗保健服务场所,医疗保健服务场所,
116.13844325182657,40.100379169808846,李苗牙科,苏家坨凤仪佳苑八里南门底商李苗牙科,北京市,北京市,,医疗保健服务;专科医院;口腔医院,090202,B0G297Q88T,医疗保健服务,专科医院,口腔医院,
116.11155819483957,40.10425897600896,嘉事堂药店(聂各庄路店),聂各庄路24号,北京市,北京市,,医疗保健服务;医药保健销售店;药房,090601,B000A882H9,医疗保健服务,医药保健销售店,药房,
